epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4817480742931366,0.0003000000142492354,1.372796893119812,0.6418293714523315,1.0512595176696777
1,0.5615681409835815,0.0003000000142492354,1.1450659036636353,0.6690647602081299,0.976589024066925
2,0.6071979403495789,0.0003000000142492354,1.0662730932235718,0.6402877569198608,0.9791986346244812
3,0.6199228763580322,0.0003000000142492354,1.0205944776535034,0.6700925230979919,0.9323151111602783
4,0.6285346746444702,0.0003000000142492354,1.0049409866333008,0.642343282699585,0.9609518647193909
5,0.6419023275375366,0.0003000000142492354,0.9845237731933594,0.6700925230979919,0.940113365650177
6,0.6474292874336243,0.0003000000142492354,0.9643839597702026,0.6649537682533264,0.9250302314758301
7,0.6663239002227783,0.0003000000142492354,0.9301365613937378,0.6813977360725403,0.9063037633895874
8,0.6636247038841248,0.0003000000142492354,0.9368720054626465,0.6752312183380127,0.9220970869064331
9,0.6694087386131287,0.0003000000142492354,0.9186071753501892,0.683967113494873,0.872326672077179
10,0.6785346865653992,0.0003000000142492354,0.9102473258972168,0.673689603805542,0.8921816349029541
11,0.6727506518363953,0.0003000000142492354,0.9050086140632629,0.6680369973182678,0.8885846734046936
12,0.6877892017364502,0.0003000000142492354,0.8883666396141052,0.6639260053634644,0.9044519662857056
13,0.6892030835151672,9.000000136438757e-05,0.8818032145500183,0.6808838844299316,0.8710575699806213
14,0.6931876540184021,9.000000136438757e-05,0.8761805295944214,0.6855087280273438,0.8707535266876221
15,0.6921593546867371,9.000000136438757e-05,0.8785841464996338,0.6824254989624023,0.8678014874458313
16,0.7048842906951904,9.000000136438757e-05,0.849280834197998,0.6824254989624023,0.8784276843070984
17,0.7023136019706726,9.000000136438757e-05,0.8478086590766907,0.6778005957603455,0.8660631775856018
18,0.7002570629119873,9.000000136438757e-05,0.8468279242515564,0.6798561215400696,0.861103892326355
19,0.7065552473068237,9.000000136438757e-05,0.8430888056755066,0.6798561215400696,0.8705530166625977
