epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4614395797252655,0.0003000000142492354,1.430112600326538,0.6089414358139038,1.0431832075119019
1,0.543573260307312,0.0003000000142492354,1.1894450187683105,0.6207605600357056,1.0214420557022095
2,0.5751928091049194,0.0003000000142492354,1.11125910282135,0.6289825439453125,1.0020891427993774
3,0.6113110780715942,0.0003000000142492354,1.056134819984436,0.6505652666091919,0.9854896664619446
4,0.6167095303535461,0.0003000000142492354,1.041441559791565,0.6659814715385437,0.9466595649719238
5,0.6236503720283508,0.0003000000142492354,1.02726149559021,0.673689603805542,0.9289998412132263
6,0.6302056312561035,0.0003000000142492354,1.005239486694336,0.6664953827857971,0.9244743585586548
7,0.6429305672645569,0.0003000000142492354,0.9678651094436646,0.6788283586502075,0.8969378471374512
8,0.6484575867652893,0.0003000000142492354,0.9686453938484192,0.6572456359863281,0.9254236817359924
9,0.6538560390472412,0.0003000000142492354,0.9582225680351257,0.6762589812278748,0.898518443107605
10,0.6606683731079102,0.0003000000142492354,0.9451265335083008,0.6613566279411316,0.9159926772117615
11,0.6629819869995117,9.000000136438757e-05,0.9285549521446228,0.6860226392745972,0.887843906879425
12,0.6670951247215271,9.000000136438757e-05,0.9263713955879211,0.6937307119369507,0.8794707655906677
13,0.6791774034500122,9.000000136438757e-05,0.9210937023162842,0.6803699731826782,0.8770529627799988
14,0.6829048991203308,9.000000136438757e-05,0.9039932489395142,0.69218909740448,0.8654263615608215
